2026-04-28,stockCode,publishDate,stockName,style,hasPosition,Current drawdown,Largest drawdown,fall_to_lowest_drawdown,pe,pe10pos,pb,pb10pos,roe,div,funds
A股,931068,2018-11-21,消费龙头,成长,*,-55.78%,-59.40%,-8.19%,1.8e+01,12.66%,3.4,0.00%,18.89%,3.92%,"消费龙头LOF(501090), 华宝消费龙头C(009329), 招商中证消费龙头指数增强A(011853), 招商中证消费龙头指数增强C(011854), 华宝消费龙头ETF(516130), 消费龙头ETF(159520)"
A股,931071,2018-11-21,人工智能,成长,,-4.43%,-60.23%,-58.39%,6e+01,86.15%,9.1,97.87%,15.17%,0.58%,"华富中证人工智能产业ETF(515980), 华富人工智能ETF联接A(008020), 华富人工智能ETF联接C(008021)"
A股,931079,2019-04-25,5G通信,成长,,-4.14%,-53.32%,-51.30%,5.5e+01,99.41%,7.5,99.65%,13.64%,0.63%,"华夏中证5G通信主题ETF(515050), 华夏中证5G通信主题ETF联接A(008086), 华夏中证5G通信主题ETF联接C(008087), 5GETF(159994), 银华中证5G通信主题ETF联接A(008889), 银华中证5G通信主题ETF联接C(010524), 华夏中证5G通信主题ETF联接D(023765)"
A股,931087,2019-03-20,科技龙头,成长,,-1.11%,-55.15%,-54.65%,5.1e+01,79.63%,6.6,84.85%,12.94%,0.60%,"华宝科技ETF联接C(007874), 华宝中证科技龙头ETF(515000), 华宝科技ETF联接A(007873), 科技龙头ETF(516050)"
A股,931139,2019-03-20,CS消费50,成长,*,-53.56%,-57.58%,-8.66%,1.7e+01,13.46%,3.3,0.00%,19.41%,4.26%,"富国中证消费50ETF(515650), 富国中证消费50ETF联接A(008975), 东兴中证消费50A(009116), 富国中证消费50ETF联接C(008976), 东兴中证消费50C(009117), 易方达中证消费50ETF(159798), 国联安消费50ETF(159670)"
A股,931140,2019-03-20,医药50,成长,,-55.83%,-64.44%,-19.49%,2.4e+01,6.91%,3.5,0.17%,14.58%,1.85%,"富国中证医药50ETF(515950), 博时医药50ETF(159838), 富国中证医药50ETF联接A(012801), 富国中证医药50ETF联接C(012802)"
A股,931142,2019-03-20,东证竞争,价值,,-9.09%,-48.43%,-43.27%,1.8e+01,92.16%,3.2,90.48%,17.78%,2.30%,"东方红中证竞争力指数A(007657), 东方红中证竞争力指数C(007658)"
A股,931144,2019-05-30,通信技术,成长,,-4.06%,-49.04%,-46.88%,7.3e+01,97.49%,9.9,99.58%,13.56%,0.32%,"东财通信A(008326), 东财通信C(008327)"
A股,931151,2019-04-22,光伏产业,成长,,-47.40%,-68.28%,-39.70%,2.5e+03,91.01%,2.6,50.56%,0.10%,0.80%,"光伏ETF(515790), 光伏50(516880), 天弘中证光伏A(011102), 天弘中证光伏产业ETF(159857), 平安中证光伏产业ETF(516180), 天弘中证光伏C(011103), 光伏产业(159863), 招商中证光伏产业指数A(011966), 广发中证光伏产业指数A(012364), 平安中证光伏产业指数A(012722), 招商中证光伏产业指数C(011967), 华泰柏瑞光伏ETF联接A(012679), 华夏中证光伏产业指数发起式A(012885), 汇添富中证光伏产业ETF(516290), 国泰中证光伏产业ETF(159864), 广发中证光伏产业指数C(012365), 平安中证光伏产业指数C(012723), 华夏中证光伏产业指数发起式C(012886), 华泰柏瑞光伏ETF联接C(012680), 国泰中证光伏产业ETF发起联接C(013602), 汇添富中证光伏产业指数增强发起式A(013816), 汇添富中证光伏产业指数增强发起式C(013817), 国泰中证光伏产业ETF发起联接A(013601), 嘉实中证光伏产业指数发起式A(014604), 华安中证光伏产业ETF(159618), 嘉实中证光伏产业指数发起式C(014605), 浦银安盛中证光伏产业ETF(159609), 银华中证光伏产业ETF发起式联接A(012928), 银华中证光伏产业ETF发起式联接C(012929), 博时中证光伏产业指数A(015993), 博时中证光伏产业指数C(015994), 易方达中证光伏产业ETF联接发起式A(017646), 易方达中证光伏产业ETF联接发起式C(017647), 东财中证光伏指数发起式A(018502), 东财中证光伏指数发起式C(018503), 南方中证光伏产业指数发起A(019531), 南方中证光伏产业指数发起C(019532), 鹏华中证光伏产业ETF发起式联接A(021084), 易方达中证光伏产业ETF(562970), 国泰中证光伏产业ETF发起联接E(021698), 鹏华中证光伏产业ETF发起式联接C(021085), 汇添富中证光伏产业ETF发起式联接A(024059), 汇添富中证光伏产业ETF发起式联接C(024060), 平安中证光伏产业指数E(024618)"
A股,931152,2019-04-22,CS创新药,成长,,-49.25%,-64.09%,-29.24%,5e+01,73.43%,3.9,40.21%,7.80%,1.03%,"创新药(159992), 广发创新药ETF(515120), 易方达中证创新药产业ETF(516080), 创新药产业ETF(516060), 建信中证创新药产业ETF(159835), 南方中证创新药产业ETF(159858), 广发创新药ETF联接A(012737), 广发创新药ETF联接C(012738), 银华中证创新药产业ETF发起式联接A(012781), 银华中证创新药产业ETF发起式联接C(012782), 摩根中证创新药产业ETF(560900), 易方达中证创新药产业ETF联接发起式A(019666), 易方达中证创新药产业ETF联接发起式C(019667), 南方中证创新药产业ETF发起联接A(021097), 南方中证创新药产业ETF发起联接C(021098)"
A股,931159,2019-05-16,创新100,成长,,-3.25%,-50.61%,-48.95%,4.3e+01,71.47%,5.2,73.67%,12.09%,0.90%,"诺德研发创新100(007737), 申万菱信中证研发创新100交易型开放式指数联接A(007983), 申万菱信中证研发创新100交易型开放式指数联接C(007984), 申万菱信中证研发创新100交易型开放式指数(515200)"
A股,931160,2013-07-15,通信设备,成长,,-5.82%,-49.42%,-46.29%,6.1e+01,87.47%,8.4,99.71%,13.77%,0.66%,"国泰中证全指通信设备ETF(515880), 国泰中证全指通信设备ETF联接C(007818), 国泰中证全指通信设备ETF联接A(007817), 天弘中证全指通信设备指数发起A(020899), 博时中证全指通信设备指数发起式A(020691), 天弘中证全指通信设备指数发起C(020900), 博时中证全指通信设备指数发起式C(020692), 国泰中证全指通信设备ETF联接E(022500)"
A股,931165,2019-04-25,新兴科技100,成长,,-0.17%,-51.62%,-51.54%,4.8e+01,97.94%,9.0,98.88%,18.75%,0.73%,"嘉实新兴科技100ETF联接C(007816), 嘉实新兴科技100ETF联接A(007815), 嘉实新兴科技100ETF(515860)"
A股,931166,2019-04-25,医药健康100,成长,,-52.45%,-62.97%,-22.12%,2.7e+01,54.24%,3.4,19.38%,12.59%,1.60%,"嘉实医药健康100ETF(515960), 嘉实中证医药健康100策略ETF联接A(008154), 嘉实中证医药健康100策略ETF联接C(008155)"
A股,931186,2019-05-30,中证科技,成长,,-8.23%,-46.18%,-41.35%,3.4e+01,38.07%,4.6,54.77%,13.53%,1.15%,"富国中证科技50策略ETF(515750), 富国中证科技50策略ETF联接C(008750), 富国中证科技50策略ETF联接A(008749)"
A股,931187,2019-05-30,科技100,成长,,-4.56%,-42.78%,-40.05%,3.5e+01,82.64%,3.6,60.68%,10.29%,1.00%,"华泰柏瑞中证科技100ETF(515580), 华泰柏瑞中证科技100ETF联接C(008400), 华泰柏瑞中证科技100ETF联接A(008399), 天弘中证科技100指数增强发起A(010202), 天弘中证科技100指数增强发起C(010203), 天弘中证科技100指数增强发起E(022544)"
A股,931235,2022-07-21,中证电信,成长,,-4.73%,-25.03%,-21.31%,3e+01,97.04%,2.7,99.12%,9.00%,2.14%,"易方达中证电信主题ETF(563010), 易方达中证电信主题ETF联接发起式A(019141), 易方达中证电信主题ETF联接发起式C(019142), 汇添富中证电信主题ETF(560300), 汇添富中证电信主题ETF发起式联接A(020632), 电信ETF基金(560690), 汇添富中证电信主题ETF发起式联接C(020633)"
A股,931247,2012-12-21,中证信创,成长,,-18.23%,-56.01%,-46.20%,1e+02,20.74%,6.4,92.73%,6.40%,0.35%,"华宝中证信息技术应用创新产业ETF(562030), 汇添富中证信息技术应用创新产业ETF(560850), 华夏中证信息技术应用创新产业ETF(562570), 博时中证信息技术应用创新产业指数发起式A(021314), 汇添富中证信息技术应用创新产业ETF发起式联接A(021602), 博时中证信息技术应用创新产业指数发起式C(021315), 汇添富中证信息技术应用创新产业ETF发起式联接C(021603), 华安中证信息技术应用创新产业指数发起式A(021252), 华安中证信息技术应用创新产业指数发起式C(021253), 华夏中证信息技术应用创新产业ETF发起式联接A(022384), 华夏中证信息技术应用创新产业ETF发起式联接C(022385), 华宝中证信息技术应用创新产业ETF发起式联接A(024050), 华宝中证信息技术应用创新产业ETF发起式联接C(024051)"
A股,931357,2019-11-15,优选消费50,成长,,-47.01%,-56.16%,-17.27%,1.8e+01,2.21%,3.1,0.00%,17.22%,2.47%,"中金中证沪港深优选消费50C(008520), 中金中证沪港深优选消费50A(008519)"
A股,931375,2019-11-25,300质量低波,价值,,-5.36%,-35.07%,-31.39%,1e+01,40.30%,1.3,40.36%,13.00%,3.12%,"鹏扬沪深300质量低波A(011132), 鹏扬沪深300质量低波C(011133)"
A股,931380,2019-11-25,科技50,成长,,-21.26%,-63.05%,-53.07%,5.6e+01,77.38%,6.3,71.34%,11.25%,0.71%,"易方达中证科技50ETF(159807), 易方达中证科技50ETF联接A(012717), 易方达中证科技50ETF联接C(012718)"
A股,931395,2020-01-14,沪港深300,宽基,,-18.40%,-46.19%,-34.06%,1.3e+01,81.43%,1.3,66.14%,10.00%,3.06%,"国寿安保中证沪港深300ETF(517300), 易方达中证沪港深300ETF(517030), 国寿安保沪港深300ETF联接A(012663), 国寿安保沪港深300ETF联接C(012664), 易方达中证沪港深300ETF联接发起式A(020102), 易方达中证沪港深300ETF联接发起式C(020103), 兴证全球中证沪港深300指数增强A(023203), 兴证全球中证沪港深300指数增强C(023204)"
A股,931402,2020-01-14,证券先锋,周期,,-20.79%,-43.79%,-29.04%,1.5e+01,2.10%,1.3,17.82%,8.67%,2.11%,华富中证证券公司先锋策略ETF(516980)
A股,931403,2020-01-14,品牌工程,成长,,-21.52%,-50.07%,-36.38%,2.6e+01,35.70%,4.0,22.55%,15.38%,2.20%,"富国中证新华社民族品牌工程ETF(561130), 农银中证新华社民族品牌指数(012394), 富国中证新华社民族品牌工程ETF联接A(014406), 富国中证新华社民族品牌工程ETF联接C(014407)"
A股,931404,2020-02-20,SHS品牌消费50,成长,,-47.35%,-55.70%,-15.86%,1.7e+01,3.77%,3.6,0.00%,21.18%,2.90%,品牌消费(517880)
A股,931406,2020-02-20,5G 50,成长,,-3.45%,-49.57%,-47.77%,3.2e+01,73.93%,3.3,66.93%,10.31%,1.81%,博时5G50ETF(159811)
A股,931409,2020-02-20,SHS创新药,成长,,-42.84%,-65.66%,-39.92%,4.4e+01,63.94%,4.1,49.23%,9.32%,0.94%,"创新药50(517120), 国泰中证沪港深创新药产业ETF(517110), 国泰中证沪港深创新药产业ETF发起联接A(014117), 富国中证沪港深创新药产业ETF(159748), 国泰中证沪港深创新药产业ETF发起联接C(014118), 创新药ETF沪港深(159622), 富国中证沪港深创新药产业ETF发起式联接A(019897), 富国中证沪港深创新药产业ETF发起式联接C(019898)"
A股,931446,2020-04-21,东证红利低波,价值,,-4.00%,-15.34%,-11.81%,8.6,82.63%,0.82,70.11%,9.53%,4.18%,"东方红中证东方红红利低波动指数A(012708), 东方红中证东方红红利低波动指数C(012709)"
A股,931456,2020-04-21,中国教育,成长,,-72.98%,-84.39%,-42.23%,4.7e+01,4.79%,3.0,52.75%,6.38%,0.76%,博时全球中国教育（QDII-ETF）(513360)
A股,931461,2009-07-22,电子50,成长,,1.89%,-54.21%,-55.06%,5.9e+01,95.71%,6.2,97.32%,10.51%,0.67%,"华宝中证电子50ETF(515260), 华安中证电子50ETF(515320), 华宝电子ETF联接A(012550), 华宝电子ETF联接C(012551)"
A股,931468,2020-05-21,红利质量,价值,*,-4.35%,-36.28%,-33.38%,1.4e+01,3.82%,2.4,7.85%,17.14%,2.92%,"华夏中证红利质量ETF(159758), 华夏中证红利质量ETF发起式联接A(016440), 华夏中证红利质量ETF发起式联接C(016441), 华夏中证红利质量ETF发起式联接D(024263)"
A股,931476,2020-04-30,ESG 120策略,价值,,-13.05%,-44.33%,-35.97%,1.2e+01,88.28%,1.3,74.78%,10.83%,3.09%,"浦银安盛中证ESG 120策略ETF(516720), 英大中证ESG120策略指数A(012854), 英大中证ESG120策略指数C(012855)"
A股,931480,2020-05-06,线上消费,成长,,-39.69%,-65.33%,-42.51%,8.1e+01,66.48%,3.4,62.76%,4.20%,0.90%,线上消费ETF(159725)
A股,931481,2020-05-06,SHS线上消费,成长,,-47.46%,-67.28%,-37.72%,2.4e+01,18.40%,2.8,3.51%,11.67%,1.14%,平安中证沪港深线上消费主题ETF(159793)
A股,931484,2020-05-06,CS医药创新,成长,*,-69.20%,-75.97%,-21.98%,2.5e+01,22.21%,4.2,6.28%,16.80%,1.62%,平安中证医疗创新ETF(516820)
A股,931494,2020-06-12,消费电子,成长,,0.84%,-55.69%,-56.06%,6e+01,95.71%,5.7,98.17%,9.50%,0.66%,"平安中证消费电子主题ETF(561600), 招商中证消费电子主题ETF(159779), 易方达中证消费电子主题ETF(562950), 国泰中证消费电子主题ETF(561310), 富国中证消费电子主题ETF(561100), 平安中证消费电子主题ETF发起式联接A(015894), 富国中证消费电子主题ETF发起式联接A(015876), 富国中证消费电子主题ETF发起式联接C(015877), 平安中证消费电子主题ETF发起式联接C(015895), 招商中证消费电子主题ETF联接A(016007), 招商中证消费电子主题ETF联接C(016008), 易方达中证消费电子主题ETF联接发起式A(018896), 易方达中证消费电子主题ETF联接发起式C(018897), 平安中证消费电子主题ETF发起式联接E(024557)"
A股,931521,2020-07-08,高装细分50,成长,,-18.73%,-55.11%,-44.76%,1.1e+02,82.92%,4.4,63.08%,4.00%,0.42%,"嘉实中证高端装备细分50ETF(159638), 嘉实中证高端装备细分50ETF发起联接A(018027), 嘉实中证高端装备细分50ETF发起联接C(018028)"
A股,931524,2020-07-16,SHS科技龙头,成长,,-21.30%,-60.92%,-50.34%,2.8e+01,61.53%,3.5,39.43%,12.50%,0.98%,"广发中证沪港深科技龙头ETF(517350), 汇添富中证沪港深科技龙头ETF(159723), 鹏华中证沪港深科技龙头指数（LOF）A(160646), 鹏华中证沪港深科技龙头指数(LOF)C(012809), 宝盈中证沪港深科技龙头指数发起式A(015820), 宝盈中证沪港深科技龙头指数发起式C(015821)"
A股,931526,2020-08-24,企业核心竞争力50,成长,,-32.76%,-57.84%,-37.30%,2.8e+01,65.65%,4.1,50.44%,14.64%,1.42%,"漂亮50(561500), 核心50ETF(560650)"
A股,931573,2014-05-21,HKC科技,成长,,-48.03%,-73.34%,-48.70%,2.4e+01,20.47%,3.1,27.90%,12.92%,1.03%,"景顺长城中证港股通科技ETF(513980), 海富通中证港股通科技ETF(513860), 港科技50(513150), 国泰中证港股通科技ETF(513020), 港股科技ETF(159751), 国泰中证港股通科技ETF发起联接A(015739), 国泰中证港股通科技ETF发起联接C(015740), 景顺长城中证港股通科技ETF联接A(016495), 景顺长城中证港股通科技ETF联接C(016496), 兴银中证港股通科技ETF(513560), 海富通中证港股通科技ETF发起联接A(021464), 海富通中证港股通科技ETF发起联接C(021465), 鹏华中证港股通科技ETF发起式联接A(021294), 鹏华中证港股通科技ETF发起式联接C(021295), 融通中证港股通科技指数A(021891), 兴银中证港股通科技ETF发起式联接A(023505), 兴银中证港股通科技ETF发起式联接C(023506), 南方中证港股通科技ETF(159269), 富国中证港股通科技ETF(520860), 华泰柏瑞中证港股通科技ETF发起式联接A(024739), 国投瑞银中证港股通科技指数发起式A(024847), 华泰柏瑞中证港股通科技ETF发起式联接C(024740), 国投瑞银中证港股通科技指数发起式C(024848), 富国中证港股通科技ETF发起式联接(025366)"
A股,931574,2013-05-21,港股科技,成长,,-56.45%,-74.74%,-42.00%,2.5e+01,37.35%,3.0,50.61%,12.00%,1.07%,"南方中证香港科技ETF（QDII）(159747), 招商中证香港科技ETF（QDII）(159750), 招商中证香港科技ETF发起式联接（QDII）A(021633), 招商中证香港科技ETF发起式联接（QDII）C(021634), 国泰君安中证香港科技指数发起（QDII）A(022121), 国泰君安中证香港科技指数发起（QDII）C(022122)"
A股,931582,2020-11-09,数字经济,成长,,-13.93%,-61.31%,-55.05%,6.7e+01,85.06%,6.9,88.00%,10.30%,0.46%,"鹏扬中证数字经济主题ETF(560800), 华安中证数字经济主题ETF(159658), 鹏扬中证数字经济主题ETF发起式联接A(015787), 鹏扬中证数字经济主题ETF发起式联接C(015788), 华安中证数字经济主题ETF发起式联接A(018031), 华安中证数字经济主题ETF发起式联接C(018032), 易方达中证数字经济主题ETF(159311)"
A股,931587,2020-11-09,500价值稳健,价值,,-6.68%,-26.16%,-20.87%,1.8e+01,97.85%,1.4,89.92%,7.78%,3.37%,"华夏中证智选500价值稳健策略ETF(159617), 华夏中证智选500价值稳健策略ETF发起式联接A(019001), 华夏中证智选500价值稳健策略ETF发起式联接C(019002)"
A股,931588,2020-11-09,1000价值稳健,价值,,-7.31%,-26.51%,-20.71%,2.3e+01,98.00%,1.3,31.85%,5.65%,2.53%,"华夏中证智选1000价值稳健策略ETF(562530), 华夏中证智选1000价值稳健策略ETF发起式联接A(018732), 华夏中证智选1000价值稳健策略ETF发起式联接C(018733)"
A股,931590,2020-11-09,500成长创新,成长,,-2.03%,-43.96%,-42.80%,2.9e+01,90.15%,3.3,80.69%,11.38%,1.34%,"华夏中证智选500成长创新策略ETF(159620), 华夏中证智选500成长创新策略ETF发起式联接A(021072), 华夏中证智选500成长创新策略ETF发起式联接C(021073)"
A股,931591,2020-11-09,1000成长创新,成长,,-5.16%,-41.39%,-38.20%,3.6e+01,84.91%,3.8,65.06%,10.56%,1.17%,"华夏中证智选1000成长创新策略ETF(562520), 华夏中证智选1000成长创新策略ETF发起式联接A(018334), 华夏中证智选1000成长创新策略ETF发起式联接C(018335)"
A股,931637,2021-01-11,港股通互联网,成长,,-42.01%,-64.54%,-38.85%,2.2e+01,8.12%,2.7,2.07%,12.27%,1.04%,"富国中证港股通互联网ETF(159792), 富国中证港股通互联网ETF发起式联接A(014673), 华宝中证港股通互联网ETF(513770), 富国中证港股通互联网ETF发起式联接C(014674), 华宝中证港股通互联网ETF发起式联接A(017125), 华宝中证港股通互联网ETF发起式联接C(017126), 易方达中证港股通互联网ETF(513040), 易方达中证港股通互联网ETF联接发起式A(019313), 易方达中证港股通互联网ETF联接发起式C(019314), 博时港股通互联网ETF(159568), 广发中证港股通互联网指数发起式A(021092), 兴业中证港股通互联网指数发起式A(021377), 广发中证港股通互联网指数发起式C(021093), 兴业中证港股通互联网指数发起式C(021378), 中银中证港股通互联网指数发起A(025186), 中银中证港股通互联网指数发起C(025187)"
A股,931643,2021-06-01,科创创业50,成长,,-2.78%,-60.91%,-59.79%,5.6e+01,77.88%,7.3,84.02%,13.04%,0.71%,"富国中证科创创业50ETF(588380), 易方达中证科创创业50ETF(159781), 华宝双创龙头ETF(588330), 双创50(159782), 天弘中证科创创业50ETF联接A(012894), 招商中证科创创业50ETF(588300), 华夏中证科创创业50ETF(159783), 鹏扬中证科创创业50ETF联接A(012907), 南方中证科创创业50ETF(159780), 国泰中证科创创业50ETF(588360), 嘉实中证科创创业50ETF(588400), 兴银中证科创创业50指数A(012898), 博时中证科创创业50ETF(588390), 兴银中证科创创业50指数C(012899), 天弘中证科创创业50ETF联接C(012895), 鹏扬中证科创创业50ETF联接C(012908), 嘉实中证科创创业50ETF发起联接A(013315), 南方中证科创创业50ETF联接A(013298), 华夏科创创业50ETF发起式联接A(013310), 嘉实中证科创创业50ETF发起联接C(013316), 华宝中证科创创业50ETF发起式联接C(013318), 南方中证科创创业50ETF联接C(013299), 华夏科创创业50ETF发起式联接C(013311), 易方达中证科创创业50ETF联接A(013304), 华宝中证科创创业50ETF发起式联接A(013317), 富国中证科创创业50ETF联接A(013313), 招商中证科创创业50ETF联接A(013302), 富国中证科创创业50ETF联接C(013314), 招商中证科创创业50ETF联接C(013303), 易方达中证科创创业50ETF联接C(013305), 方正富邦科创创业50ETF(588310), 汇添富中证科创创业50指数增强发起式A(014218), 天弘中证科创创业50ETF(159603), 汇添富中证科创创业50指数增强发起式C(014219), 兴银中证科创创业50指数E(016010), 华富中证科创创业50指数增强A(016122), 鹏扬中证科创创业50ETF(588350), 华富中证科创创业50指数增强C(016123), 长信中证科创创业50指数增强A(016729), 易米中证科创创业50指数增强发起A(016392), 创金合信中证科创创业50指数增强A(017412), 广发中证科创创业50增强策略ETF(588320), 长信中证科创创业50指数增强C(016730), 易米中证科创创业50指数增强发起C(016393), 创金合信中证科创创业50指数增强C(017413), 泰康中证科创创业50指数A(017495), 泰康中证科创创业50指数C(017496), 天弘中证科创创业50ETF联接Y(022981), 易方达中证科创创业50ETF联接Y(022910), 华夏科创创业50ETF发起式联接Y(022939), 兴银中证科创创业50ETF(588660)"
A股,931663,2015-03-13,SHS消费龙头,成长,,-56.65%,-61.51%,-11.21%,2e+01,14.55%,3.0,2.18%,15.00%,2.99%,招商中证沪港深消费龙头ETF(517550)
A股,931719,2013-07-15,CS电池,成长,,-26.89%,-69.49%,-58.27%,3.1e+01,27.66%,4.6,68.76%,14.84%,1.24%,"嘉实中证电池主题ETF(562880), 招商中证电池主题ETF(561910), 汇添富中证电池主题ETF发起式联接A(012862), 汇添富中证电池主题ETF发起式联接C(012863), 汇添富中证电池主题ETF(159796), 汇添富中证电池主题ETF发起式联接D(015808), 招商中证电池主题ETF联接A(016019), 富国中证电池主题ETF(561160), 大成中证电池主题指数发起式A(015997), 招商中证电池主题ETF联接C(016020), 大成中证电池主题指数发起式C(015998), 嘉实中证电池主题ETF发起联接A(016566), 嘉实中证电池主题ETF发起联接C(016567), 富国中证电池主题ETF发起式联接A(017222), 富国中证电池主题ETF发起式联接C(017223), 南方中证电池主题指数发起A(018926), 南方中证电池主题指数发起C(018927)"
A股,931755,2021-10-21,SEEE碳中和,成长,,-8.74%,-46.01%,-40.84%,2.4e+01,75.33%,2.5,62.10%,10.42%,1.68%,"南方中证上海环交所碳中和ETF(159639), 广发中证上海环交所碳中和ETF(560550), 汇添富中证上海环交所碳中和ETF(560060), 碳中和龙头ETF(159640), 易方达中证上海环交所碳中和ETF(562990), 富国中证上海环交所碳中和ETF(561190), 大成中证上海环交所碳中和ETF(159642), 招商中证上海环交所碳中和ETF(159641), 华安中证上海环交所碳中和指数发起式A(016763), 华安中证上海环交所碳中和指数发起式C(016764), 易方达中证上海环交所碳中和ETF联接A(016899), 汇添富中证上海环交所碳中和ETF发起式联接A(017907), 南方中证上海环交所碳中和ETF联接A(016917), 广发中证上海环交所碳中和ETF发起式联接A(016897), 富国中证上海环交所碳中和ETF联接A(016887), 易方达中证上海环交所碳中和ETF联接C(016900), 汇添富中证上海环交所碳中和ETF发起式联接C(017908), 广发中证上海环交所碳中和ETF发起式联接C(016898), 富国中证上海环交所碳中和ETF联接C(016888), 南方中证上海环交所碳中和ETF联接C(016918), 招商中证上海环交所碳中和ETF发起式联接A(016879), 招商中证上海环交所碳中和ETF发起式联接C(016880)"
A股,931775,2013-07-15,房地产,价值,,-68.04%,-78.58%,-32.98%,-5.3,100.00%,0.88,25.43%,-16.60%,0.66%,"南方中证房地产ETF发起联接A(004642), 南方中证房地产ETF发起联接C(004643), 南方中证全指房地产ETF(512200), 华夏房地产ETF联接A(008088), 华夏中证全指房地产ETF联接C(008089), 华夏中证全指房地产ETF(515060), 南方中证房地产ETF发起联接E(010989), 华夏中证全指房地产ETF联接D(024628)"
A股,931787,2018-08-14,港股创新药,成长,,-33.82%,-71.36%,-56.72%,3.7e+01,40.57%,3.7,67.89%,10.00%,0.80%,"广发中证香港创新药（QDII-ETF）(513120), 广发中证香港创新药ETF发起式联接（QDII）A(019670), 广发中证香港创新药ETF发起式联接（QDII）C(019671)"
A股,931798,2009-06-16,光伏龙头30,成长,*,-47.59%,-70.94%,-44.55%,3.2e+01,68.14%,2.8,64.18%,8.75%,1.12%,广发中证光伏龙头30ETF(560980)
A股,931802,2010-02-09,中证龙头,价值,,-30.13%,-55.40%,-36.17%,1.4e+01,86.77%,2.0,93.16%,14.29%,2.86%,"易方达中证龙头企业指数A(012756), 易方达中证龙头企业指数C(012757)"
A股,931865,2019-03-20,中证半导,成长,,-0.11%,-46.68%,-46.62%,1.4e+02,94.89%,9.9,97.98%,7.07%,0.11%,"嘉实中证半导体指数增强发起式A(014854), 嘉实中证半导体指数增强发起式C(014855), 招商中证半导体产业ETF(561980), 招商中证半导体产业ETF发起式联接A(020464), 招商中证半导体产业ETF发起式联接C(020465), 南方中证半导体产业指数发起A(020839), 博时中证半导体产业ETF(159582), 南方中证半导体产业指数发起C(020840), 华泰紫金中证半导体产业指数型发起A(021718), 华泰紫金中证半导体产业指数型发起 C(021719), 上银中证半导体产业指数发起式A(024069), 上银中证半导体产业指数发起式C(024070)"
A股,931866,2022-05-09,中证机床,成长,,-4.35%,-43.56%,-40.99%,6.3e+01,92.77%,6.0,94.68%,9.52%,0.65%,"国泰中证机床ETF(159667), 华夏中证机床ETF(159663), 国泰中证机床ETF发起联接A(017471), 国泰中证机床ETF发起联接C(017472), 华夏中证机床ETF发起式联接A(017573), 华夏中证机床ETF发起式联接C(017574)"
A股,932000,2023-08-11,中证2000,成长,,-4.89%,-36.40%,-33.13%,1.6e+02,89.14%,3.0,92.97%,1.88%,0.68%,"汇添富中证2000ETF(159536), 易方达中证2000ETF(159532), 华夏中证2000ETF(562660), 嘉实中证2000ETF(159535), 中证2000(563300), 广发中证2000ETF(560220), 国泰中证2000ETF(561370), 南方中证2000ETF(159531), 富国中证2000ETF(563200), 华夏中证2000ETF发起式联接A(019891), 2000增强ETF(159555), 招商中证2000指数增强A(019918), 华泰柏瑞中证2000ETF发起式联接A(019870), 华夏中证2000ETF发起式联接C(019892), 华泰柏瑞中证2000ETF发起式联接C(019871), 华泰柏瑞中证2000指数增强A(019923), 平安中证2000增强策略ETF(159556), 招商中证2000指数增强C(019919), 华泰柏瑞中证2000指数增强C(019924), 博时中证2000ETF(159533), 招商中证2000增强策略ETF(159552), 海富通中证2000增强策略ETF(159553), 万家中证2000指数增强A(019920), 万家中证2000指数增强C(019921)"
A股,932039,2022-11-16,央企股东回报,价值,,-6.42%,-22.03%,-16.68%,1.4e+01,99.88%,1.3,96.94%,9.29%,3.84%,"招商中证国新央企股东回报ETF(561960), 汇添富中证国新央企股东回报ETF(560070), 广发中证国新央企股东回报ETF(560700), 广发中证国新央企股东回报ETF发起式联接A(019428), 广发中证国新央企股东回报ETF发起式联接C(019429), 招商中证国新央企股东回报ETF发起式联接A(019544), 汇添富中证国新央企股东回报ETF联接A(019365), 招商中证国新央企股东回报ETF发起式联接C(019545), 汇添富中证国新央企股东回报ETF联接C(019366)"
A股,950090,2015-12-10,50AH优选,价值,,-18.51%,-46.43%,-34.26%,1e+01,90.06%,1.1,72.22%,11.00%,3.58%,"华夏上证50AH优选指数C(006395), 华夏上证50AH优选指数（LOF）A(501050)"
A股,950096,2016-05-11,上海国企,价值,,-23.39%,-42.47%,-24.91%,1.4e+01,67.42%,1.0,37.91%,7.14%,2.25%,"汇添富中证上海国企ETF联接A(003194), 中证上海国企ETF(510810), 汇添富中证上海国企ETF联接C(018061)"
A股,990001,2019-03-18,中华半导体芯片,成长,,-2.72%,-61.82%,-60.75%,1.3e+02,91.71%,7.6,85.86%,5.85%,0.15%,"国泰CES半导体芯片行业ETF联接A(008281), 国泰CES半导体芯片行业ETF联接C(008282), 国泰CES半导体芯片行业ETF(512760), 华安CES半导体芯片行业指数发起A(012837), 华安CES半导体芯片行业指数发起C(012838), 西部利得CES芯片指数增强A(014418), 西部利得CES芯片指数增强C(014419), 国泰CES半导体芯片行业ETF联接E(022497)"
